Cue,Image,Category,CorrectResponse,CityName,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,trials_4afct.thisRepN,trials_4afct.thisTrialN,trials_4afct.thisN,trials_4afct.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,fx_cross.started,street_text_updating.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp.started,key_resp.keys,key_resp.rt,test_resp,short_break_key.keys,clock0.started,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
KERÉK UTCA,stimuli/scenes/077a.jpg,scene,right,Camponello,0,stimuli/scenes/077a.jpg,stimuli/scenes/077a.jpg,stimuli/scenes/041b.jpg,stimuli/scenes/041a.jpg,stimuli/scenes/077b.jpg,target,dist2,dist1,lure,0,38,38,119,,,,,167.9764857403934,169.00289578177035,169.00289578177035,169.00289578177035,169.00289578177035,169.00289578177035,169.00289578177035,169.00289578177035,169.00289578177035,169.00289578177035,169.00289578177035,f,2.64713360927999,dist2,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
PALACK UTCA,stimuli/scenes/062a.jpg,scene,right,Camponello,0,stimuli/scenes/062a.jpg,stimuli/scenes/059b.jpg,stimuli/scenes/059a.jpg,stimuli/scenes/062a.jpg,stimuli/scenes/062b.jpg,dist2,dist1,target,lure,0,39,39,143,,,,,171.67633347213268,172.7148065175861,172.7148065175861,172.7148065175861,172.7148065175861,172.7148065175861,172.7148065175861,172.7148065175861,172.7148065175861,172.7148065175861,172.7148065175861,j,2.390353048220277,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
FOLYÓ UTCA,stimuli/scenes/052a.jpg,scene,right,Camponello,0,stimuli/scenes/052a.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/052a.jpg,stimuli/scenes/019a.jpg,stimuli/scenes/019b.jpg,lure,target,dist1,dist2,0,40,40,89,,,,,175.12470454350114,176.16497147455812,176.16497147455812,176.16497147455812,176.16497147455812,176.16497147455812,176.16497147455812,176.16497147455812,176.16497147455812,176.16497147455812,176.16497147455812,f,2.9399271551519632,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
VASALÓ UTCA,stimuli/objects/105a.jpg,object,left,Camponello,0,stimuli/objects/105a.jpg,stimuli/scenes/038a.jpg,stimuli/objects/105a.jpg,stimuli/scenes/038b.jpg,stimuli/objects/105b.jpg,dist1,target,dist2,lure,0,41,41,105,,,,,179.12622256577015,180.1876236256212,180.1876236256212,180.1876236256212,180.1876236256212,180.1876236256212,180.1876236256212,180.1876236256212,180.1876236256212,180.1876236256212,180.1876236256212,f,2.421676056459546,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
REPÜLŐ UTCA,stimuli/scenes/072a.jpg,scene,right,Hippopolis,0,stimuli/scenes/072a.jpg,stimuli/objects/064b.jpg,stimuli/scenes/072a.jpg,stimuli/objects/064a.jpg,stimuli/scenes/072b.jpg,dist2,target,dist1,lure,0,42,42,71,,,,,182.6261382829398,183.67971846461296,183.67971846461296,183.67971846461296,183.67971846461296,183.67971846461296,183.67971846461296,183.67971846461296,183.67971846461296,183.67971846461296,183.67971846461296,f,2.689346507191658,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
TOLLTARTÓ UTCA,stimuli/objects/071a.jpg,object,left,Camponello,1,stimuli/objects/048a.jpg,stimuli/scenes/097b.jpg,stimuli/scenes/097a.jpg,stimuli/objects/048a.jpg,stimuli/objects/048b.jpg,dist2,dist1,target,lure,0,43,43,115,,,,,186.3975370787084,187.4281926676631,187.4281926676631,187.4281926676631,187.4281926676631,187.4281926676631,187.4281926676631,187.4281926676631,187.4281926676631,187.4281926676631,187.4281926676631,j,3.6295937821269035,target,None,190.87656498514116,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SZIKLA UTCA,stimuli/scenes/114a.jpg,scene,right,Camponello,0,stimuli/scenes/114a.jpg,stimuli/scenes/114a.jpg,stimuli/scenes/053a.jpg,stimuli/scenes/053b.jpg,stimuli/scenes/114b.jpg,target,dist1,dist2,lure,0,44,44,126,,,,,191.07590608671308,192.14706683717668,192.14706683717668,192.14706683717668,192.14706683717668,192.14706683717668,192.14706683717668,192.14706683717668,192.14706683717668,192.14706683717668,192.14706683717668,f,2.6062085889279842,dist1,space,,,194.7761096097529,194.7761096097529,2.3130054473876953,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KÖMÉNYMAG UTCA,stimuli/scenes/058a.jpg,scene,right,Hippopolis,2,stimuli/objects/033a.jpg,stimuli/objects/033b.jpg,stimuli/objects/033a.jpg,stimuli/objects/114a.jpg,stimuli/objects/114b.jpg,lure,target,dist1,dist2,0,45,45,9,,,,,197.1228098925203,198.16591226868331,198.16591226868331,198.16591226868331,198.16591226868331,198.16591226868331,198.16591226868331,198.16591226868331,198.16591226868331,198.16591226868331,198.16591226868331,f,2.6671555787324905,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
OLDAL UTCA,stimuli/objects/113a.jpg,object,left,Hippopolis,2,stimuli/scenes/044a.jpg,stimuli/scenes/044a.jpg,stimuli/objects/038a.jpg,stimuli/objects/038b.jpg,stimuli/scenes/044b.jpg,target,dist1,dist2,lure,0,46,46,4,,,,,200.86259488761425,201.90339395031333,201.90339395031333,201.90339395031333,201.90339395031333,201.90339395031333,201.90339395031333,201.90339395031333,201.90339395031333,201.90339395031333,201.90339395031333,k,3.5217265021055937,lure,None,205.3596067391336,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
FÉNYKÉP UTCA,stimuli/objects/005a.jpg,object,left,Camponello,0,stimuli/objects/005a.jpg,stimuli/objects/005b.jpg,stimuli/objects/005a.jpg,stimuli/scenes/120b.jpg,stimuli/scenes/120a.jpg,lure,target,dist2,dist1,0,47,47,151,,,,,205.4425023831427,206.51248068735003,206.51248068735003,206.51248068735003,206.51248068735003,206.51248068735003,206.51248068735003,206.51248068735003,206.51248068735003,206.51248068735003,206.51248068735003,f,1.7120319362729788,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
POLIP UTCA,stimuli/scenes/090a.jpg,scene,right,Hippopolis,0,stimuli/scenes/090a.jpg,stimuli/objects/008a.jpg,stimuli/objects/008b.jpg,stimuli/scenes/090b.jpg,stimuli/scenes/090a.jpg,dist1,dist2,lure,target,0,48,48,23,,,,,208.25640424340963,209.2952878177166,209.2952878177166,209.2952878177166,209.2952878177166,209.2952878177166,209.2952878177166,209.2952878177166,209.2952878177166,209.2952878177166,209.2952878177166,k,2.1620292607694864,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
PAPUCS UTCA,stimuli/scenes/059a.jpg,scene,right,Camponello,0,stimuli/scenes/059a.jpg,stimuli/objects/040b.jpg,stimuli/objects/040a.jpg,stimuli/scenes/059a.jpg,stimuli/scenes/059b.jpg,dist2,dist1,target,lure,0,49,49,118,,,,,211.48999710194767,212.52837497927248,212.52837497927248,212.52837497927248,212.52837497927248,212.52837497927248,212.52837497927248,212.52837497927248,212.52837497927248,212.52837497927248,212.52837497927248,j,2.016373459249735,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KALAPÁCS UTCA,stimuli/objects/025a.jpg,object,left,Hippopolis,1,stimuli/objects/068a.jpg,stimuli/scenes/066b.jpg,stimuli/scenes/066a.jpg,stimuli/objects/068b.jpg,stimuli/objects/068a.jpg,dist2,dist1,lure,target,0,50,50,17,,,,,214.5690148063004,215.61136205866933,215.61136205866933,215.61136205866933,215.61136205866933,215.61136205866933,215.61136205866933,215.61136205866933,215.61136205866933,215.61136205866933,215.61136205866933,f,2.6621723249554634,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
TENISZ UTCA,stimuli/scenes/005a.jpg,scene,right,Camponello,2,stimuli/objects/077a.jpg,stimuli/scenes/026b.jpg,stimuli/objects/077b.jpg,stimuli/scenes/026a.jpg,stimuli/objects/077a.jpg,dist2,lure,dist1,target,0,51,51,109,,,,,218.29684627056122,219.34892988950014,219.34892988950014,219.34892988950014,219.34892988950014,219.34892988950014,219.34892988950014,219.34892988950014,219.34892988950014,219.34892988950014,219.34892988950014,k,2.779896019026637,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
HENTES UTCA,stimuli/objects/032a.jpg,object,left,Hippopolis,1,stimuli/objects/120a.jpg,stimuli/objects/017a.jpg,stimuli/objects/120a.jpg,stimuli/objects/120b.jpg,stimuli/objects/017b.jpg,dist1,target,lure,dist2,0,52,52,50,,,,,222.1719579230994,223.21762921102345,223.21762921102345,223.21762921102345,223.21762921102345,223.21762921102345,223.21762921102345,223.21762921102345,223.21762921102345,223.21762921102345,223.21762921102345,f,2.991047589108348,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
ÁLOM UTCA,stimuli/scenes/083a.jpg,scene,right,Hippopolis,1,stimuli/scenes/116a.jpg,stimuli/scenes/037a.jpg,stimuli/scenes/116b.jpg,stimuli/scenes/116a.jpg,stimuli/scenes/037b.jpg,dist1,lure,target,dist2,0,53,53,27,,,,,226.2258615512401,227.2631254028529,227.2631254028529,227.2631254028529,227.2631254028529,227.2631254028529,227.2631254028529,227.2631254028529,227.2631254028529,227.2631254028529,227.2631254028529,k,2.769357254728675,dist2,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
EGÉR UTCA,stimuli/objects/082a.jpg,object,left,Camponello,0,stimuli/objects/082a.jpg,stimuli/objects/030b.jpg,stimuli/objects/082b.jpg,stimuli/objects/082a.jpg,stimuli/objects/030a.jpg,dist2,lure,target,dist1,0,54,54,136,,,,,230.05878456309438,231.12775085121393,231.12775085121393,231.12775085121393,231.12775085121393,231.12775085121393,231.12775085121393,231.12775085121393,231.12775085121393,231.12775085121393,231.12775085121393,f,3.0014268048107624,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
POGÁCSA UTCA,stimuli/scenes/092a.jpg,scene,right,Hippopolis,1,stimuli/scenes/067a.jpg,stimuli/objects/058b.jpg,stimuli/scenes/067a.jpg,stimuli/objects/058a.jpg,stimuli/scenes/067b.jpg,dist2,target,dist1,lure,0,55,55,47,,,,,234.1559538450092,235.22860649228096,235.22860649228096,235.22860649228096,235.22860649228096,235.22860649228096,235.22860649228096,235.22860649228096,235.22860649228096,235.22860649228096,235.22860649228096,j,4.035695666447282,dist1,None,238.6426225565374,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KUTYA UTCA,stimuli/scenes/107a.jpg,scene,right,Hippopolis,1,stimuli/scenes/022a.jpg,stimuli/scenes/088b.jpg,stimuli/scenes/022b.jpg,stimuli/scenes/022a.jpg,stimuli/scenes/088a.jpg,dist2,lure,target,dist1,0,56,56,35,,,,,239.293659389019,240.32695542275906,240.32695542275906,240.32695542275906,240.32695542275906,240.32695542275906,240.32695542275906,240.32695542275906,240.32695542275906,240.32695542275906,240.32695542275906,j,3.1456242948770523,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
LEGELŐ UTCA,stimuli/scenes/013a.jpg,scene,right,Camponello,1,stimuli/scenes/051a.jpg,stimuli/scenes/051b.jpg,stimuli/scenes/051a.jpg,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,lure,target,dist1,dist2,0,57,57,95,,,,,243.49677268788218,244.53716899640858,244.53716899640858,244.53716899640858,244.53716899640858,244.53716899640858,244.53716899640858,244.53716899640858,244.53716899640858,244.53716899640858,244.53716899640858,j,2.4072892125695944,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KÖTÉNY UTCA,stimuli/scenes/074a.jpg,scene,right,Hippopolis,2,stimuli/objects/112a.jpg,stimuli/objects/112a.jpg,stimuli/scenes/011a.jpg,stimuli/objects/112b.jpg,stimuli/scenes/011b.jpg,target,dist1,lure,dist2,0,58,58,25,,,,,246.9755343720317,248.0337544567883,248.0337544567883,248.0337544567883,248.0337544567883,248.0337544567883,248.0337544567883,248.0337544567883,248.0337544567883,248.0337544567883,248.0337544567883,d,2.174652077257633,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
PÉKSÉG UTCA,stimuli/scenes/050a.jpg,scene,right,Hippopolis,0,stimuli/scenes/050a.jpg,stimuli/objects/084b.jpg,stimuli/scenes/050b.jpg,stimuli/scenes/050a.jpg,stimuli/objects/084a.jpg,dist2,lure,target,dist1,0,59,59,55,,,,,250.24952664785087,251.31203302368522,251.31203302368522,251.31203302368522,251.31203302368522,251.31203302368522,251.31203302368522,251.31203302368522,251.31203302368522,251.31203302368522,251.31203302368522,j,1.9365384299308062,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
VÁSÁR UTCA,stimuli/objects/086a.jpg,object,left,Hippopolis,0,stimuli/objects/086a.jpg,stimuli/objects/086a.jpg,stimuli/scenes/050a.jpg,stimuli/scenes/050b.jpg,stimuli/objects/086b.jpg,target,dist1,dist2,lure,0,60,60,78,,,,,253.27554761990905,254.33368186838925,254.33368186838925,254.33368186838925,254.33368186838925,254.33368186838925,254.33368186838925,254.33368186838925,254.33368186838925,254.33368186838925,254.33368186838925,d,2.8668854385614395,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SUGÁR UTCA,stimuli/objects/075a.jpg,object,left,Camponello,2,stimuli/scenes/103a.jpg,stimuli/objects/007a.jpg,stimuli/objects/007b.jpg,stimuli/scenes/103b.jpg,stimuli/scenes/103a.jpg,dist1,dist2,lure,target,0,61,61,131,,,,,257.225229896605,258.28271009773016,258.28271009773016,258.28271009773016,258.28271009773016,258.28271009773016,258.28271009773016,258.28271009773016,258.28271009773016,258.28271009773016,258.28271009773016,k,2.7574920505285263,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KAKAS UTCA,stimuli/objects/011a.jpg,object,left,Camponello,1,stimuli/objects/069a.jpg,stimuli/scenes/117b.jpg,stimuli/objects/069a.jpg,stimuli/scenes/117a.jpg,stimuli/objects/069b.jpg,dist2,target,dist1,lure,0,62,62,150,,,,,261.0677191540599,262.15541673637927,262.15541673637927,262.15541673637927,262.15541673637927,262.15541673637927,262.15541673637927,262.15541673637927,262.15541673637927,262.15541673637927,262.15541673637927,f,1.4451812971383333,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KECSKE UTCA,stimuli/objects/012a.jpg,object,left,Hippopolis,2,stimuli/scenes/015a.jpg,stimuli/scenes/015a.jpg,stimuli/scenes/015b.jpg,stimuli/scenes/049b.jpg,stimuli/scenes/049a.jpg,target,lure,dist2,dist1,0,63,63,28,,,,,263.62510512024164,264.6780797727406,264.6780797727406,264.6780797727406,264.6780797727406,264.6780797727406,264.6780797727406,264.6780797727406,264.6780797727406,264.6780797727406,264.6780797727406,d,3.0498047824949026,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
BETON UTCA,stimuli/scenes/091a.jpg,scene,right,Camponello,0,stimuli/scenes/091a.jpg,stimuli/scenes/091b.jpg,stimuli/scenes/119a.jpg,stimuli/scenes/091a.jpg,stimuli/scenes/119b.jpg,lure,dist1,target,dist2,0,64,64,96,,,,,267.7584506664425,268.7957191839814,268.7957191839814,268.7957191839814,268.7957191839814,268.7957191839814,268.7957191839814,268.7957191839814,268.7957191839814,268.7957191839814,268.7957191839814,j,2.084602663293481,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SZOMSZÉD UTCA,stimuli/scenes/023a.jpg,scene,right,Camponello,0,stimuli/scenes/023a.jpg,stimuli/scenes/113b.jpg,stimuli/scenes/023b.jpg,stimuli/scenes/023a.jpg,stimuli/scenes/113a.jpg,dist2,lure,target,dist1,0,65,65,113,,,,,270.9094249866903,271.9530579391867,271.9530579391867,271.9530579391867,271.9530579391867,271.9530579391867,271.9530579391867,271.9530579391867,271.9530579391867,271.9530579391867,271.9530579391867,j,2.687000274658203,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KÖTÉL UTCA,stimuli/scenes/060a.jpg,scene,right,Hippopolis,0,stimuli/scenes/060a.jpg,stimuli/objects/024b.jpg,stimuli/scenes/060a.jpg,stimuli/scenes/060b.jpg,stimuli/objects/024a.jpg,dist2,target,lure,dist1,0,66,66,66,,,,,274.6582011766732,275.69498887844384,275.69498887844384,275.69498887844384,275.69498887844384,275.69498887844384,275.69498887844384,275.69498887844384,275.69498887844384,275.69498887844384,275.69498887844384,f,2.3690882977098227,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
MUSTÁR UTCA,stimuli/objects/059a.jpg,object,left,Hippopolis,1,stimuli/objects/056a.jpg,stimuli/objects/056b.jpg,stimuli/scenes/061a.jpg,stimuli/scenes/061b.jpg,stimuli/objects/056a.jpg,lure,dist1,dist2,target,0,67,67,2,,,,,278.1021683998406,279.1602401342243,279.1602401342243,279.1602401342243,279.1602401342243,279.1602401342243,279.1602401342243,279.1602401342243,279.1602401342243,279.1602401342243,279.1602401342243,d,3.175613086670637,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
CITROM UTCA,stimuli/objects/111a.jpg,object,left,Hippopolis,2,stimuli/scenes/049a.jpg,stimuli/scenes/049a.jpg,stimuli/scenes/049b.jpg,stimuli/scenes/002a.jpg,stimuli/scenes/002b.jpg,target,lure,dist1,dist2,0,68,68,73,,,,,282.358961712569,283.4015810955316,283.4015810955316,283.4015810955316,283.4015810955316,283.4015810955316,283.4015810955316,283.4015810955316,283.4015810955316,283.4015810955316,283.4015810955316,d,1.638374425470829,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
LOVAGLÁS UTCA,stimuli/objects/016a.jpg,object,left,Camponello,2,stimuli/scenes/026a.jpg,stimuli/scenes/026b.jpg,stimuli/objects/065a.jpg,stimuli/scenes/026a.jpg,stimuli/objects/065b.jpg,lure,dist1,target,dist2,0,69,69,116,,,,,285.05803223885596,286.0949639361352,286.0949639361352,286.0949639361352,286.0949639361352,286.0949639361352,286.0949639361352,286.0949639361352,286.0949639361352,286.0949639361352,286.0949639361352,f,1.6333389207720757,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
TALICSKA UTCA,stimuli/scenes/012a.jpg,scene,right,Hippopolis,2,stimuli/objects/060a.jpg,stimuli/objects/060b.jpg,stimuli/objects/061a.jpg,stimuli/objects/060a.jpg,stimuli/objects/061b.jpg,lure,dist1,target,dist2,0,70,70,41,,,,,287.7604899350554,288.7957204282284,288.7957204282284,288.7957204282284,288.7957204282284,288.7957204282284,288.7957204282284,288.7957204282284,288.7957204282284,288.7957204282284,288.7957204282284,j,2.4360980466008186,target,None,,288.7957204282284,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SZÖCSKE UTCA,stimuli/objects/044a.jpg,object,left,Hippopolis,0,stimuli/objects/044a.jpg,stimuli/scenes/082b.jpg,stimuli/objects/044b.jpg,stimuli/objects/044a.jpg,stimuli/scenes/082a.jpg,dist2,lure,target,dist1,0,71,71,42,,,,,291.25466633960605,292.300584256649,292.300584256649,292.300584256649,292.300584256649,292.300584256649,292.300584256649,292.300584256649,292.300584256649,292.300584256649,292.300584256649,j,1.4910214636474848,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
AJÁNDÉK UTCA,stimuli/scenes/070a.jpg,scene,right,Camponello,2,stimuli/objects/089a.jpg,stimuli/scenes/020b.jpg,stimuli/scenes/020a.jpg,stimuli/objects/089a.jpg,stimuli/objects/089b.jpg,dist2,dist1,target,lure,0,72,72,154,,,,,293.8113814666867,294.8927817903459,294.8927817903459,294.8927817903459,294.8927817903459,294.8927817903459,294.8927817903459,294.8927817903459,294.8927817903459,294.8927817903459,294.8927817903459,k,1.6506504695862532,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
HORDÓ UTCA,stimuli/scenes/085a.jpg,scene,right,Hippopolis,1,stimuli/scenes/055a.jpg,stimuli/scenes/055b.jpg,stimuli/objects/009a.jpg,stimuli/scenes/055a.jpg,stimuli/objects/009b.jpg,lure,dist1,target,dist2,0,73,73,32,,,,,296.57475007511675,297.6104175336659,297.6104175336659,297.6104175336659,297.6104175336659,297.6104175336659,297.6104175336659,297.6104175336659,297.6104175336659,297.6104175336659,297.6104175336659,d,1.9737096037715673,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
PULÓVER UTCA,stimuli/objects/035a.jpg,object,left,Camponello,0,stimuli/objects/035a.jpg,stimuli/objects/035a.jpg,stimuli/scenes/029b.jpg,stimuli/scenes/029a.jpg,stimuli/objects/035b.jpg,target,dist2,dist1,lure,0,74,74,149,,,,,299.60811422020197,300.67036090418696,300.67036090418696,300.67036090418696,300.67036090418696,300.67036090418696,300.67036090418696,300.67036090418696,300.67036090418696,300.67036090418696,300.67036090418696,d,1.4575727265328169,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
FOGAS UTCA,stimuli/scenes/075a.jpg,scene,right,Hippopolis,1,stimuli/scenes/061a.jpg,stimuli/scenes/061b.jpg,stimuli/objects/090b.jpg,stimuli/objects/090a.jpg,stimuli/scenes/061a.jpg,lure,dist2,dist1,target,0,75,75,39,,,,,302.15157767385244,303.1957775913179,303.1957775913179,303.1957775913179,303.1957775913179,303.1957775913179,303.1957775913179,303.1957775913179,303.1957775913179,303.1957775913179,303.1957775913179,j,1.3159481901675463,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SZAXOFON UTCA,stimuli/objects/081a.jpg,object,left,Camponello,0,stimuli/objects/081a.jpg,stimuli/objects/083b.jpg,stimuli/objects/081b.jpg,stimuli/objects/081a.jpg,stimuli/objects/083a.jpg,dist2,lure,target,dist1,0,76,76,156,,,,,304.54128330014646,305.6167421583086,305.6167421583086,305.6167421583086,305.6167421583086,305.6167421583086,305.6167421583086,305.6167421583086,305.6167421583086,305.6167421583086,305.6167421583086,j,1.3267814759165049,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
ZONGORA UTCA,stimuli/objects/050a.jpg,object,left,Camponello,0,stimuli/objects/050a.jpg,stimuli/objects/050a.jpg,stimuli/scenes/045b.jpg,stimuli/objects/050b.jpg,stimuli/scenes/045a.jpg,target,dist2,lure,dist1,0,77,77,108,,,,,306.9745388403535,308.0143762715161,308.0143762715161,308.0143762715161,308.0143762715161,308.0143762715161,308.0143762715161,308.0143762715161,308.0143762715161,308.0143762715161,308.0143762715161,d,1.249720623716712,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
