Cue,Image,Category,CorrectResponse,CityName,Novelty,UpdateImage,TestImage1,TestImage2,TestImage3,TestImage4,TestImage1Type,TestImage2Type,TestImage3Type,TestImage4Type,trials_4afct.thisRepN,trials_4afct.thisTrialN,trials_4afct.thisN,trials_4afct.thisIndex,learning_instructions_text.started,intro_key.started,intro_key.keys,intro_key.rt,fx_cross.started,street_text_updating.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,button_d.started,button_f.started,button_j.started,button_k.started,key_resp.started,key_resp.keys,key_resp.rt,test_resp,short_break_key.keys,clock0.started,fx_cross.stopped,short_break_text.started,short_break_key.started,short_break_key.rt,n_targets,n_lures,n_dist1s,n_dist2s,break_text.started,break_key_resp.started,break_key_resp.keys,break_key_resp.rt,end_text.started,participant,date,expName,psychopyVersion,frameRate,
TERASZ UTCA,stimuli/scenes/001a.jpg,scene,right,Hippopolis,1,stimuli/scenes/087a.jpg,stimuli/scenes/087b.jpg,stimuli/objects/068b.jpg,stimuli/scenes/087a.jpg,stimuli/objects/068a.jpg,lure,dist2,target,dist1,0,78,78,22,,,,,309.2910870555788,310.34977738186717,310.34977738186717,310.34977738186717,310.34977738186717,310.34977738186717,310.34977738186717,310.34977738186717,310.34977738186717,310.34977738186717,310.34977738186717,j,1.6498315911740065,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SZILVA UTCA,stimuli/objects/030a.jpg,object,left,Camponello,0,stimuli/objects/030a.jpg,stimuli/objects/030a.jpg,stimuli/objects/030b.jpg,stimuli/objects/003b.jpg,stimuli/objects/003a.jpg,target,lure,dist2,dist1,0,79,79,144,,,,,312.0220027696341,313.0956251360476,313.0956251360476,313.0956251360476,313.0956251360476,313.0956251360476,313.0956251360476,313.0956251360476,313.0956251360476,313.0956251360476,313.0956251360476,f,1.1917163766920567,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SIVATAG UTCA,stimuli/scenes/018a.jpg,scene,right,Hippopolis,2,stimuli/objects/096a.jpg,stimuli/objects/096b.jpg,stimuli/objects/112a.jpg,stimuli/objects/096a.jpg,stimuli/objects/112b.jpg,lure,dist1,target,dist2,0,80,80,65,,,,,314.3078894857317,315.3654838260263,315.3654838260263,315.3654838260263,315.3654838260263,315.3654838260263,315.3654838260263,315.3654838260263,315.3654838260263,315.3654838260263,315.3654838260263,f,3.1939612198621035,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KOCSI UTCA,stimuli/objects/106a.jpg,object,left,Hippopolis,2,stimuli/scenes/002a.jpg,stimuli/scenes/002b.jpg,stimuli/objects/110b.jpg,stimuli/scenes/002a.jpg,stimuli/objects/110a.jpg,lure,dist2,target,dist1,0,81,81,77,,,,,318.5915733445436,319.63778485171497,319.63778485171497,319.63778485171497,319.63778485171497,319.63778485171497,319.63778485171497,319.63778485171497,319.63778485171497,319.63778485171497,319.63778485171497,k,1.4499913230538368,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
LEVÉL UTCA,stimuli/scenes/038a.jpg,scene,right,Camponello,0,stimuli/scenes/038a.jpg,stimuli/scenes/052a.jpg,stimuli/scenes/038a.jpg,stimuli/scenes/052b.jpg,stimuli/scenes/038b.jpg,dist1,target,dist2,lure,0,82,82,130,,,,,321.1060727741569,322.1278099436313,322.1278099436313,322.1278099436313,322.1278099436313,322.1278099436313,322.1278099436313,322.1278099436313,322.1278099436313,322.1278099436313,322.1278099436313,d,2.895956762135029,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
TOJÁS UTCA,stimuli/scenes/035a.jpg,scene,right,Hippopolis,0,stimuli/scenes/035a.jpg,stimuli/objects/047b.jpg,stimuli/objects/047a.jpg,stimuli/scenes/035b.jpg,stimuli/scenes/035a.jpg,dist2,dist1,lure,target,0,83,83,10,,,,,325.0409617200494,326.0859540812671,326.0859540812671,326.0859540812671,326.0859540812671,326.0859540812671,326.0859540812671,326.0859540812671,326.0859540812671,326.0859540812671,326.0859540812671,k,1.8019407726824284,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
FÉSZEK UTCA,stimuli/objects/015a.jpg,object,left,Hippopolis,2,stimuli/scenes/089a.jpg,stimuli/scenes/089a.jpg,stimuli/objects/006b.jpg,stimuli/scenes/089b.jpg,stimuli/objects/006a.jpg,target,dist2,lure,dist1,0,84,84,48,,,,,327.91563920490444,328.9846754707396,328.9846754707396,328.9846754707396,328.9846754707396,328.9846754707396,328.9846754707396,328.9846754707396,328.9846754707396,328.9846754707396,328.9846754707396,f,2.070531180128455,dist2,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
FIÓK UTCA,stimuli/objects/047a.jpg,object,left,Hippopolis,0,stimuli/objects/047a.jpg,stimuli/objects/047b.jpg,stimuli/objects/086a.jpg,stimuli/objects/086b.jpg,stimuli/objects/047a.jpg,lure,dist1,dist2,target,0,85,85,56,,,,,331.07448789663613,332.12850286625326,332.12850286625326,332.12850286625326,332.12850286625326,332.12850286625326,332.12850286625326,332.12850286625326,332.12850286625326,332.12850286625326,332.12850286625326,k,1.6316156350076199,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
TELEFON UTCA,stimuli/scenes/079a.jpg,scene,right,Hippopolis,2,stimuli/objects/079a.jpg,stimuli/objects/079a.jpg,stimuli/objects/079b.jpg,stimuli/objects/034a.jpg,stimuli/objects/034b.jpg,target,lure,dist1,dist2,0,86,86,43,,,,,333.7952959034592,334.8610684685409,334.8610684685409,334.8610684685409,334.8610684685409,334.8610684685409,334.8610684685409,334.8610684685409,334.8610684685409,334.8610684685409,334.8610684685409,j,2.274092949926853,dist1,None,,334.8610684685409,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
HERNYÓ UTCA,stimuli/objects/013a.jpg,object,left,Hippopolis,1,stimuli/objects/101a.jpg,stimuli/scenes/116b.jpg,stimuli/objects/101b.jpg,stimuli/objects/101a.jpg,stimuli/scenes/116a.jpg,dist2,lure,target,dist1,0,87,87,26,,,,,337.15763887763023,338.1973559483886,338.1973559483886,338.1973559483886,338.1973559483886,338.1973559483886,338.1973559483886,338.1973559483886,338.1973559483886,338.1973559483886,338.1973559483886,f,1.9461637679487467,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
TOLMÁCS UTCA,stimuli/objects/051a.jpg,object,left,Camponello,0,stimuli/objects/051a.jpg,stimuli/scenes/096a.jpg,stimuli/scenes/096b.jpg,stimuli/objects/051b.jpg,stimuli/objects/051a.jpg,dist1,dist2,lure,target,0,88,88,84,,,,,340.1734330262989,341.24466281943023,341.24466281943023,341.24466281943023,341.24466281943023,341.24466281943023,341.24466281943023,341.24466281943023,341.24466281943023,341.24466281943023,341.24466281943023,k,1.9709799010306597,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KÍGYÓ UTCA,stimuli/objects/057a.jpg,object,left,Camponello,0,stimuli/objects/057a.jpg,stimuli/scenes/071b.jpg,stimuli/objects/057a.jpg,stimuli/scenes/071a.jpg,stimuli/objects/057b.jpg,dist2,target,dist1,lure,0,89,89,92,,,,,343.25166512839496,344.30944607406855,344.30944607406855,344.30944607406855,344.30944607406855,344.30944607406855,344.30944607406855,344.30944607406855,344.30944607406855,344.30944607406855,344.30944607406855,f,1.8497381024062634,target,space,,,346.1991868428886,346.1991868428886,3.1596758756786585,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
HEGEDŰ UTCA,stimuli/objects/119a.jpg,object,left,Camponello,0,stimuli/objects/119a.jpg,stimuli/objects/119a.jpg,stimuli/objects/119b.jpg,stimuli/scenes/109b.jpg,stimuli/scenes/109a.jpg,target,lure,dist2,dist1,0,90,90,159,,,,,349.3819055855274,350.4648640528321,350.4648640528321,350.4648640528321,350.4648640528321,350.4648640528321,350.4648640528321,350.4648640528321,350.4648640528321,350.4648640528321,350.4648640528321,f,2.6546465903520584,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
PÁRNA UTCA,stimuli/scenes/008a.jpg,scene,right,Hippopolis,0,stimuli/scenes/008a.jpg,stimuli/scenes/008b.jpg,stimuli/scenes/035a.jpg,stimuli/scenes/008a.jpg,stimuli/scenes/035b.jpg,lure,dist1,target,dist2,0,91,91,53,,,,,353.14076740294695,354.1976675763726,354.1976675763726,354.1976675763726,354.1976675763726,354.1976675763726,354.1976675763726,354.1976675763726,354.1976675763726,354.1976675763726,354.1976675763726,j,2.089139936491847,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
PÁFRÁNY UTCA,stimuli/objects/026a.jpg,object,left,Hippopolis,2,stimuli/scenes/111a.jpg,stimuli/scenes/111a.jpg,stimuli/scenes/111b.jpg,stimuli/objects/096b.jpg,stimuli/objects/096a.jpg,target,lure,dist2,dist1,0,92,92,70,,,,,356.3088903054595,357.361947061494,357.361947061494,357.361947061494,357.361947061494,357.361947061494,357.361947061494,357.361947061494,357.361947061494,357.361947061494,357.361947061494,d,2.26973264105618,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
LEMEZ UTCA,stimuli/scenes/041a.jpg,scene,right,Camponello,0,stimuli/scenes/041a.jpg,stimuli/objects/057a.jpg,stimuli/scenes/041b.jpg,stimuli/objects/057b.jpg,stimuli/scenes/041a.jpg,dist1,lure,dist2,target,0,93,93,81,,,,,359.6573922485113,360.6943590901792,360.6943590901792,360.6943590901792,360.6943590901792,360.6943590901792,360.6943590901792,360.6943590901792,360.6943590901792,360.6943590901792,360.6943590901792,f,2.1367024555802345,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
PETÁRDA UTCA,stimuli/objects/023a.jpg,object,left,Camponello,0,stimuli/objects/023a.jpg,stimuli/objects/023b.jpg,stimuli/objects/023a.jpg,stimuli/objects/054b.jpg,stimuli/objects/054a.jpg,lure,target,dist2,dist1,0,94,94,82,,,,,362.85590731725097,363.90918924473226,363.90918924473226,363.90918924473226,363.90918924473226,363.90918924473226,363.90918924473226,363.90918924473226,363.90918924473226,363.90918924473226,363.90918924473226,d,2.554277053102851,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KAKAÓ UTCA,stimuli/objects/036a.jpg,object,left,Camponello,1,stimuli/objects/019a.jpg,stimuli/objects/092a.jpg,stimuli/objects/092b.jpg,stimuli/objects/019a.jpg,stimuli/objects/019b.jpg,dist1,dist2,target,lure,0,95,95,122,,,,,366.49064275063574,367.5330917034298,367.5330917034298,367.5330917034298,367.5330917034298,367.5330917034298,367.5330917034298,367.5330917034298,367.5330917034298,367.5330917034298,367.5330917034298,d,1.8100474644452333,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KERET UTCA,stimuli/objects/063a.jpg,object,left,Hippopolis,0,stimuli/objects/063a.jpg,stimuli/scenes/028a.jpg,stimuli/objects/063b.jpg,stimuli/scenes/028b.jpg,stimuli/objects/063a.jpg,dist1,lure,dist2,target,0,96,96,72,,,,,369.36026265099645,370.41449190303683,370.41449190303683,370.41449190303683,370.41449190303683,370.41449190303683,370.41449190303683,370.41449190303683,370.41449190303683,370.41449190303683,370.41449190303683,k,1.6004288475960493,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
TIGRIS UTCA,stimuli/objects/087a.jpg,object,left,Hippopolis,2,stimuli/scenes/063a.jpg,stimuli/scenes/047b.jpg,stimuli/scenes/063b.jpg,stimuli/scenes/047a.jpg,stimuli/scenes/063a.jpg,dist2,lure,dist1,target,0,97,97,13,,,,,372.03315763548017,373.06136062927544,373.06136062927544,373.06136062927544,373.06136062927544,373.06136062927544,373.06136062927544,373.06136062927544,373.06136062927544,373.06136062927544,373.06136062927544,j,2.089703168720007,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
PADLÓ UTCA,stimuli/scenes/078a.jpg,scene,right,Camponello,1,stimuli/scenes/032a.jpg,stimuli/objects/116a.jpg,stimuli/objects/116b.jpg,stimuli/scenes/032b.jpg,stimuli/scenes/032a.jpg,dist1,dist2,lure,target,0,98,98,137,,,,,375.1803370565176,376.22854211367667,376.22854211367667,376.22854211367667,376.22854211367667,376.22854211367667,376.22854211367667,376.22854211367667,376.22854211367667,376.22854211367667,376.22854211367667,d,3.1787125766277313,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
BOLYGÓ UTCA,stimuli/objects/091a.jpg,object,left,Camponello,2,stimuli/scenes/021a.jpg,stimuli/objects/089b.jpg,stimuli/scenes/021b.jpg,stimuli/scenes/021a.jpg,stimuli/objects/089a.jpg,dist2,lure,target,dist1,0,99,99,134,,,,,379.43959260731936,380.4968277346343,380.4968277346343,380.4968277346343,380.4968277346343,380.4968277346343,380.4968277346343,380.4968277346343,380.4968277346343,380.4968277346343,380.4968277346343,j,3.773698905482888,target,None,383.9241402540356,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SZŐLŐ UTCA,stimuli/scenes/004a.jpg,scene,right,Hippopolis,2,stimuli/objects/034a.jpg,stimuli/scenes/016a.jpg,stimuli/scenes/016b.jpg,stimuli/objects/034b.jpg,stimuli/objects/034a.jpg,dist1,dist2,lure,target,0,100,100,54,,,,,384.2911464571953,385.3281089439988,385.3281089439988,385.3281089439988,385.3281089439988,385.3281089439988,385.3281089439988,385.3281089439988,385.3281089439988,385.3281089439988,385.3281089439988,d,2.9909505527466536,dist1,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KÖNYVTÁR UTCA,stimuli/objects/002a.jpg,object,left,Hippopolis,2,stimuli/scenes/011a.jpg,stimuli/scenes/011a.jpg,stimuli/objects/046a.jpg,stimuli/scenes/011b.jpg,stimuli/objects/046b.jpg,target,dist1,lure,dist2,0,101,101,12,,,,,388.34054049290717,389.3735077921301,389.3735077921301,389.3735077921301,389.3735077921301,389.3735077921301,389.3735077921301,389.3735077921301,389.3735077921301,389.3735077921301,389.3735077921301,j,2.6733175478875637,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
MARTINI UTCA,stimuli/scenes/112a.jpg,scene,right,Camponello,2,stimuli/objects/007a.jpg,stimuli/scenes/014b.jpg,stimuli/objects/007b.jpg,stimuli/objects/007a.jpg,stimuli/scenes/014a.jpg,dist2,lure,target,dist1,0,102,102,141,,,,,392.07362672127783,393.1136554200202,393.1136554200202,393.1136554200202,393.1136554200202,393.1136554200202,393.1136554200202,393.1136554200202,393.1136554200202,393.1136554200202,393.1136554200202,j,1.7013395354151726,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
ORVOS UTCA,stimuli/objects/062a.jpg,object,left,Camponello,0,stimuli/objects/062a.jpg,stimuli/objects/062a.jpg,stimuli/scenes/093a.jpg,stimuli/scenes/093b.jpg,stimuli/objects/062b.jpg,target,dist1,dist2,lure,0,103,103,107,,,,,394.8376431558281,395.8767226655036,395.8767226655036,395.8767226655036,395.8767226655036,395.8767226655036,395.8767226655036,395.8767226655036,395.8767226655036,395.8767226655036,395.8767226655036,d,1.8981956969946623,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SZŐNYEG UTCA,stimuli/scenes/101a.jpg,scene,right,Camponello,2,stimuli/objects/072a.jpg,stimuli/objects/072b.jpg,stimuli/objects/072a.jpg,stimuli/scenes/103a.jpg,stimuli/scenes/103b.jpg,lure,target,dist1,dist2,0,104,104,139,,,,,397.7938036955893,398.82870296761394,398.82870296761394,398.82870296761394,398.82870296761394,398.82870296761394,398.82870296761394,398.82870296761394,398.82870296761394,398.82870296761394,398.82870296761394,k,4.626009123399854,dist2,None,402.2850246075541,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
BÚJÓCSKA UTCA,stimuli/scenes/068a.jpg,scene,right,Hippopolis,0,stimuli/scenes/068a.jpg,stimuli/scenes/068b.jpg,stimuli/scenes/068a.jpg,stimuli/scenes/057b.jpg,stimuli/scenes/057a.jpg,lure,target,dist2,dist1,0,105,105,67,,,,,403.4735507722944,404.51372626796365,404.51372626796365,404.51372626796365,404.51372626796365,404.51372626796365,404.51372626796365,404.51372626796365,404.51372626796365,404.51372626796365,404.51372626796365,f,1.9006893448531628,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SAJTÓ UTCA,stimuli/objects/078a.jpg,object,left,Camponello,0,stimuli/objects/078a.jpg,stimuli/scenes/023a.jpg,stimuli/objects/078a.jpg,stimuli/scenes/023b.jpg,stimuli/objects/078b.jpg,dist1,target,dist2,lure,0,106,106,147,,,,,406.44382726959884,407.4925339818001,407.4925339818001,407.4925339818001,407.4925339818001,407.4925339818001,407.4925339818001,407.4925339818001,407.4925339818001,407.4925339818001,407.4925339818001,k,2.4579932056367397,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
LAKAT UTCA,stimuli/objects/020a.jpg,object,left,Hippopolis,1,stimuli/objects/001a.jpg,stimuli/objects/001a.jpg,stimuli/objects/102b.jpg,stimuli/objects/102a.jpg,stimuli/objects/001b.jpg,target,dist2,dist1,lure,0,107,107,64,,,,,409.9735072311014,411.0187611505389,411.0187611505389,411.0187611505389,411.0187611505389,411.0187611505389,411.0187611505389,411.0187611505389,411.0187611505389,411.0187611505389,411.0187611505389,k,2.515720346942544,lure,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
LABDA UTCA,stimuli/objects/115a.jpg,object,left,Camponello,0,stimuli/objects/115a.jpg,stimuli/objects/115a.jpg,stimuli/objects/005b.jpg,stimuli/objects/115b.jpg,stimuli/objects/005a.jpg,target,dist2,lure,dist1,0,108,108,111,,,,,413.5565947666764,414.6099631525576,414.6099631525576,414.6099631525576,414.6099631525576,414.6099631525576,414.6099631525576,414.6099631525576,414.6099631525576,414.6099631525576,414.6099631525576,d,2.412504479289055,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
KULLANCS UTCA,stimuli/scenes/065a.jpg,scene,right,Camponello,0,stimuli/scenes/065a.jpg,stimuli/scenes/065a.jpg,stimuli/objects/081a.jpg,stimuli/objects/081b.jpg,stimuli/scenes/065b.jpg,target,dist1,dist2,lure,0,109,109,97,,,,,417.04003025591373,418.0808501560241,418.0808501560241,418.0808501560241,418.0808501560241,418.0808501560241,418.0808501560241,418.0808501560241,418.0808501560241,418.0808501560241,418.0808501560241,d,1.741594959050417,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
ASZTAL UTCA,stimuli/scenes/045a.jpg,scene,right,Camponello,0,stimuli/scenes/045a.jpg,stimuli/objects/119a.jpg,stimuli/objects/119b.jpg,stimuli/scenes/045a.jpg,stimuli/scenes/045b.jpg,dist1,dist2,target,lure,0,110,110,142,,,,,419.847451986745,420.8637067358941,420.8637067358941,420.8637067358941,420.8637067358941,420.8637067358941,420.8637067358941,420.8637067358941,420.8637067358941,420.8637067358941,420.8637067358941,j,1.614830931648612,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SALÁTA UTCA,stimuli/scenes/108a.jpg,scene,right,Hippopolis,2,stimuli/objects/093a.jpg,stimuli/objects/093b.jpg,stimuli/scenes/044b.jpg,stimuli/scenes/044a.jpg,stimuli/objects/093a.jpg,lure,dist2,dist1,target,0,111,111,8,,,,,422.5022345818579,423.54587966389954,423.54587966389954,423.54587966389954,423.54587966389954,423.54587966389954,423.54587966389954,423.54587966389954,423.54587966389954,423.54587966389954,423.54587966389954,k,1.8446024525910616,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
VIHAR UTCA,stimuli/scenes/120a.jpg,scene,right,Camponello,0,stimuli/scenes/120a.jpg,stimuli/objects/103a.jpg,stimuli/objects/103b.jpg,stimuli/scenes/120b.jpg,stimuli/scenes/120a.jpg,dist1,dist2,lure,target,0,112,112,106,,,,,425.4306440204382,426.49358829297125,426.49358829297125,426.49358829297125,426.49358829297125,426.49358829297125,426.49358829297125,426.49358829297125,426.49358829297125,426.49358829297125,426.49358829297125,k,2.993002573028207,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
MÁLNA UTCA,stimuli/scenes/115a.jpg,scene,right,Hippopolis,2,stimuli/objects/114a.jpg,stimuli/scenes/031b.jpg,stimuli/objects/114a.jpg,stimuli/scenes/031a.jpg,stimuli/objects/114b.jpg,dist2,target,dist1,lure,0,113,113,15,,,,,429.5066773071885,430.56183335743845,430.56183335743845,430.56183335743845,430.56183335743845,430.56183335743845,430.56183335743845,430.56183335743845,430.56183335743845,430.56183335743845,430.56183335743845,f,1.964151754975319,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
RÁDIÓ UTCA,stimuli/scenes/094a.jpg,scene,right,Hippopolis,1,stimuli/scenes/098a.jpg,stimuli/scenes/087b.jpg,stimuli/scenes/098a.jpg,stimuli/scenes/087a.jpg,stimuli/scenes/098b.jpg,dist2,target,dist1,lure,0,114,114,58,,,,,432.55067133903503,433.59201466292143,433.59201466292143,433.59201466292143,433.59201466292143,433.59201466292143,433.59201466292143,433.59201466292143,433.59201466292143,433.59201466292143,433.59201466292143,f,3.51019967161119,target,None,437.04127428121865,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
ZEBRA UTCA,stimuli/objects/004a.jpg,object,left,Hippopolis,2,stimuli/scenes/081a.jpg,stimuli/scenes/081b.jpg,stimuli/scenes/003a.jpg,stimuli/scenes/003b.jpg,stimuli/scenes/081a.jpg,lure,dist1,dist2,target,0,115,115,44,,,,,437.1259485706687,438.15497790649533,438.15497790649533,438.15497790649533,438.15497790649533,438.15497790649533,438.15497790649533,438.15497790649533,438.15497790649533,438.15497790649533,438.15497790649533,j,1.7312717232853174,dist2,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
BOHÓC UTCA,stimuli/objects/095a.jpg,object,left,Hippopolis,0,stimuli/objects/095a.jpg,stimuli/objects/095a.jpg,stimuli/objects/095b.jpg,stimuli/scenes/072a.jpg,stimuli/scenes/072b.jpg,target,lure,dist1,dist2,0,116,116,24,,,,,439.91587059386075,440.94486043415964,440.94486043415964,440.94486043415964,440.94486043415964,440.94486043415964,440.94486043415964,440.94486043415964,440.94486043415964,440.94486043415964,440.94486043415964,d,2.1252779457718134,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
RIBIZLI UTCA,stimuli/scenes/029a.jpg,scene,right,Camponello,0,stimuli/scenes/029a.jpg,stimuli/scenes/029b.jpg,stimuli/scenes/029a.jpg,stimuli/scenes/086a.jpg,stimuli/scenes/086b.jpg,lure,target,dist1,dist2,0,117,117,112,,,,,443.08988675661385,444.127275634557,444.127275634557,444.127275634557,444.127275634557,444.127275634557,444.127275634557,444.127275634557,444.127275634557,444.127275634557,444.127275634557,f,1.4070674646645784,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
SÜTEMÉNY UTCA,stimuli/objects/103a.jpg,object,left,Camponello,0,stimuli/objects/103a.jpg,stimuli/objects/103b.jpg,stimuli/objects/103a.jpg,stimuli/objects/049b.jpg,stimuli/objects/049a.jpg,lure,target,dist2,dist1,0,118,118,123,,,,,445.55887475423515,446.6247412431985,446.6247412431985,446.6247412431985,446.6247412431985,446.6247412431985,446.6247412431985,446.6247412431985,446.6247412431985,446.6247412431985,446.6247412431985,f,2.685604479163885,target,None,,,,,,,,,,,,,,,ST02_120922,2022-12-09_15h21.09.216,Hippopolis_4AFCT,2022.2.2,59.81501308041045,
